P387cM3_X	P387cM3_Y
0.249	0.048673
0.25	0.048746
0.251	0.048822
0.252	0.048893
0.253	0.048965999999999996
0.254	0.049038
0.255	0.049110999999999995
0.256	0.049183
0.257	0.049255
0.258	0.049329
0.259	0.0494
0.26	0.049471
0.261	0.049541999999999996
0.262	0.049610999999999995
0.263	0.049685
0.264	0.049754
0.265	0.049824
0.266	0.049893
0.267	0.049961
0.26799999999999996	0.050032
0.26899999999999996	0.0501
0.26999999999999996	0.050168
0.27099999999999996	0.050237
0.27199999999999996	0.050306
0.27299999999999996	0.050373999999999995
0.27399999999999997	0.050441
0.27499999999999997	0.050506999999999996
0.27599999999999997	0.050575999999999996
0.27699999999999997	0.050643
0.27799999999999997	0.050709
0.27899999999999997	0.050775
0.27999999999999997	0.050842
0.28099999999999997	0.050907
0.282	0.050973
0.283	0.051038
0.284	0.051104
0.285	0.05117
0.286	0.051236
0.287	0.051299
0.288	0.051363
0.289	0.051427999999999995
0.29	0.051490999999999995
0.291	0.051556
0.292	0.051619
0.293	0.051682
0.294	0.051745
0.295	0.051809
0.296	0.051871
0.297	0.051933
0.298	0.051995
0.299	0.052057
0.3	0.052119
0.301	0.052181
0.302	0.052242
0.303	0.052302999999999995
0.304	0.052364
0.305	0.052426
0.306	0.052485
0.307	0.052546999999999996
0.308	0.052606
0.309	0.052667
0.31	0.052725999999999995
0.311	0.052785
0.312	0.052843999999999995
0.313	0.052903
0.314	0.052962999999999996
0.315	0.053023
0.316	0.053080999999999996
0.317	0.05314
0.318	0.053198999999999996
0.319	0.053256
0.32	0.053313
0.321	0.053371999999999996
0.322	0.053427999999999996
0.323	0.053487
0.324	0.053543
0.325	0.053600999999999996
0.326	0.053656999999999996
0.327	0.053713
0.32799999999999996	0.05377
0.32899999999999996	0.053826
0.32999999999999996	0.053883
0.33099999999999996	0.053938
0.33199999999999996	0.053994
0.33299999999999996	0.054049
0.33399999999999996	0.054104
0.33499999999999996	0.054159
0.33599999999999997	0.054215
0.33699999999999997	0.05427
0.33799999999999997	0.054325
0.33899999999999997	0.054379
0.33999999999999997	0.054432999999999995
0.34099999999999997	0.054487999999999995
0.34199999999999997	0.054542
0.34299999999999997	0.054596
0.344	0.054647999999999995
0.345	0.054702
0.346	0.054757
0.347	0.05481
0.348	0.054861999999999994
0.349	0.054915
0.35	0.054967999999999996
0.351	0.055021
0.352	0.055073
0.353	0.055125
0.354	0.055177
0.355	0.055229
0.356	0.055281
0.357	0.055332
0.358	0.055383999999999996
0.359	0.055435
0.36	0.055486
0.361	0.055538
0.362	0.055588
0.363	0.055638
0.364	0.055689999999999996
0.365	0.05574
0.366	0.05579
0.367	0.05584
0.368	0.055889999999999995
0.369	0.055941
0.37	0.05599
0.371	0.056039
0.372	0.056088
0.373	0.056137
0.374	0.056187999999999995
0.375	0.056236999999999995
0.376	0.056284999999999995
0.377	0.056332999999999994
0.378	0.056382999999999996
0.379	0.056430999999999995
0.38	0.056478999999999994
0.381	0.056527
0.382	0.056574
0.383	0.056623
0.384	0.056671
0.385	0.056718
0.386	0.056764999999999996
0.38699999999999996	0.056812999999999995
0.38799999999999996	0.05686
0.38899999999999996	0.056907
0.38999999999999996	0.056954
0.39099999999999996	0.056999999999999995
0.39199999999999996	0.057047999999999995
0.39299999999999996	0.057094
0.39399999999999996	0.057139999999999996
0.39499999999999996	0.057186
