name,Bayan-Ölgii,Colorado,Gansu,Govi-Altai,Inner Mongolia,Issyk-Kul Region,Karachay-Cherkessia,La Libertad,Maharashtra,Nairobi,Qinghai,Republic of Kalmykia,Samtskhe-Javakheti,Talas Region,Tibet,Xinjiang,Yunnan
NODE22,0.015958118802220783,0.01634744717010872,0.35952429292514676,0.017625125571158477,0.013867123989310712,0.012381522057050679,0.012749665028067242,0.016347447170108956,0.012725116134276605,0.04144977492255963,0.13355276864378451,0.012354423473660024,0.015329064210902257,0.01515289657798028,0.012725116134276482,0.01885751855883906,0.273052578630549
GCA_000324725.1_ASM32472v1_genomic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE23,0.005848214850301765,0.011845122054398603,0.05314791474018292,0.005943275629733607,0.005614025334712601,0.005084703292730333,0.0052655658660248055,0.011845122054398803,0.005297996902437363,0.008927965616971281,0.02191284598408161,0.005109571435494471,0.005667148965497854,0.005619775928064976,0.0052979969024372995,0.00673727704964103,0.8308354773928905
GCA_000325365.1_ASM32536v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NODE24,0.006190852374451299,0.02481401414892962,0.023414108617488594,0.006075706263712631,0.006233541150847141,0.005699575417538798,0.005912892378753957,0.02481401414892998,0.005972943948999685,0.007210467789460212,0.013455269058254903,0.0057447762226137435,0.0059761789766015145,0.005943645605424675,0.0059729439489996225,0.00706195695232253,0.8395071129966711
GCA_000170275.1_ASM17027v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NODE25,0.02101400378782862,0.1600610118981943,0.03181614509515346,0.020370595388261043,0.0217267980651205,0.0201053754304649,0.02083799713458046,0.1600610118981958,0.02111601887086844,0.021396396243272008,0.031193049366372152,0.020286347401525396,0.020279181187848664,0.020248035245222576,0.021116018870868287,0.023728503881374086,0.3646435102348495
GCA_000169635.1_ASM16963v1_genomic,0.038251690639322614,0.11387116415732977,0.046263585762495146,0.03737004769205928,0.039706815267681175,0.037246877000656986,0.03846325905782832,0.1138711641573306,0.039058617315416155,0.03829622194458339,0.05083259657894456,0.0375445350589074,0.03718854028760288,0.037284087362969384,0.03905861731541599,0.04271083364764299,0.2129813467538133
NODE26,0.012286036486334242,0.3601758550109873,0.015374845919946386,0.011809939682880785,0.012742696598307462,0.011711707334579064,0.012166462906674202,0.36017585501098964,0.012317330522788017,0.012208863859092752,0.01704535396830041,0.011828536067012863,0.01180544500968297,0.011764175975426153,0.012317330522787924,0.01392345932782727,0.10034610579638265
GCA_000269145.1_ASM26914v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
