Perfect_X	Perfect_Y	D62_X	D62_Y	D72_X	D72_Y	P187_X	P187_Y	P212_X	P212_Y	P387_X	P387_Y
		0.612	0.208576	0.612	0.263866	0.612	0.026654	0.612	0.032621
		0.613	0.208713	0.613	0.264067	0.613	0.026658	0.613	0.032631
		0.614	0.208847	0.614	0.264267	0.614	0.026663	0.614	0.032639
		0.615	0.208982	0.615	0.264468	0.615	0.026666	0.615	0.03265
		0.616	0.209117	0.616	0.264666	0.616	0.02667	0.616	0.03266
		0.617	0.20925	0.617	0.264868	0.617	0.026674	0.617	0.03267
		0.618	0.209381	0.618	0.265067	0.618	0.026678	0.618	0.032679
		0.619	0.209517	0.619	0.265264	0.619	0.026682	0.619	0.032689
		0.62	0.20965	0.62	0.265463	0.62	0.026686	0.62	0.032698
		0.621	0.209785	0.621	0.26566	0.621	0.026691	0.621	0.032709
		0.622	0.209918	0.622	0.265858	0.622	0.026695	0.622	0.032718
		0.623	0.210049	0.623	0.266057	0.623	0.026698	0.623	0.032728
		0.624	0.210181	0.624	0.266252	0.624	0.026703	0.624	0.032737
		0.625	0.210312	0.625	0.266448	0.625	0.026706	0.625	0.032747
		0.626	0.210445	0.626	0.266646	0.626	0.026709	0.626	0.032757
		0.627	0.210576	0.627	0.266841	0.627	0.026714	0.627	0.032767
		0.628	0.210708	0.628	0.267038	0.628	0.026718	0.628	0.032777
		0.629	0.210838	0.629	0.267233	0.629	0.026721	0.629	0.032787
		0.63	0.210972	0.63	0.26743	0.63	0.026726	0.63	0.032796
		0.631	0.211101	0.631	0.267623	0.631	0.026729	0.631	0.032805
		0.632	0.211231	0.632	0.267818	0.632	0.026733	0.632	0.032815
		0.633	0.211362	0.633	0.268012	0.633	0.026736	0.633	0.032824
		0.634	0.211492	0.634	0.268205	0.634	0.02674	0.634	0.032833
		0.635	0.211622	0.635	0.268398	0.635	0.026744	0.635	0.032843
		0.636	0.21175	0.636	0.268594	0.636	0.026747	0.636	0.032852
		0.637	0.211878	0.637	0.268786	0.637	0.026752	0.637	0.032862
		0.638	0.212007	0.638	0.268979	0.638	0.026756	0.638	0.032873
		0.639	0.212137	0.639	0.26917	0.639	0.026759	0.639	0.032881
		0.64	0.212266	0.64	0.269361	0.64	0.026763	0.64	0.032891
		0.641	0.212393	0.641	0.269552	0.641	0.026767	0.641	0.0329
		0.642	0.212521	0.642	0.269745	0.642	0.02677	0.642	0.032908
		0.643	0.21265	0.643	0.269937	0.643	0.026774	0.643	0.032918
		0.644	0.212778	0.644	0.270127	0.644	0.026778	0.644	0.032928
		0.645	0.212906	0.645	0.270317	0.645	0.02678	0.645	0.032939
		0.646	0.213032	0.646	0.270507	0.646	0.026783	0.646	0.032947
		0.647	0.213157	0.647	0.270696	0.647	0.026789	0.647	0.032956
		0.648	0.213287	0.648	0.270886	0.648	0.026792	0.648	0.032966
		0.649	0.213411	0.649	0.271075	0.649	0.026795	0.649	0.032974
		0.65	0.213537	0.65	0.271264	0.65	0.026799	0.65	0.032984
		0.651	0.213663	0.651	0.271452	0.651	0.026803	0.651	0.032993
		0.652	0.213791	0.652	0.27164	0.652	0.026807	0.652	0.033001
		0.653	0.213914	0.653	0.271826	0.653	0.026811	0.653	0.033011
		0.654	0.214039	0.654	0.272015	0.654	0.026815	0.654	0.033019
		0.655	0.214165	0.655	0.272202	0.655	0.026818	0.655	0.033029
		0.656	0.214288	0.656	0.27239	0.656	0.026822	0.656	0.033038
		0.657	0.214414	0.657	0.272576	0.657	0.026825	0.657	0.033046
		0.658	0.214538	0.658	0.272761	0.658	0.026829	0.658	0.033056
		0.659	0.214661	0.659	0.27295	0.659	0.026832	0.659	0.033064
		0.66	0.214788	0.66	0.273134	0.66	0.026836	0.66	0.033074
		0.661	0.214909	0.661	0.273319	0.661	0.02684	0.661	0.033083
		0.662	0.215032	0.662	0.273506	0.662	0.026843	0.662	0.033091
		0.663	0.215156	0.663	0.27369	0.663	0.026847	0.663	0.0331
		0.664	0.21528	0.664	0.273874	0.664	0.026849	0.664	0.033109
		0.665	0.2154	0.665	0.274058	0.665	0.026853	0.665	0.033118
		0.666	0.215524	0.666	0.274242	0.666	0.026857	0.666	0.033127
		0.667	0.215647	0.667	0.274425	0.667	0.02686	0.667	0.033137
		0.668	0.215768	0.668	0.274609	0.668	0.026863	0.668	0.033145
		0.669	0.215889	0.669	0.274792	0.669	0.026868	0.669	0.033155
		0.67	0.216011	0.67	0.274976	0.67	0.026871	0.67	0.033162
		0.671	0.216131	0.671	0.275158	0.671	0.026873	0.671	0.033171
		0.672	0.216251	0.672	0.275339	0.672	0.026877	0.672	0.033179
		0.673	0.216374	0.673	0.275522	0.673	0.026882	0.673	0.033189
		0.674	0.216496	0.674	0.275703	0.674	0.026885	0.674	0.033197
		0.675	0.216617	0.675	0.275885	0.675	0.026888	0.675	0.033206
		0.676	0.216736	0.676	0.276066	0.676	0.026891	0.676	0.033215
		0.677	0.216856	0.677	0.276246	0.677	0.026895	0.677	0.033223
		0.678	0.216975	0.678	0.276426	0.678	0.026898	0.678	0.033232
		0.679	0.217094	0.679	0.276606	0.679	0.026902	0.679	0.03324
		0.68	0.217213	0.68	0.276786	0.68	0.026905	0.68	0.033249
		0.681	0.217335	0.681	0.276966	0.681	0.026908	0.681	0.033257
		0.682	0.217453	0.682	0.277146	0.682	0.026912	0.682	0.033265
		0.683	0.217571	0.683	0.277324	0.683	0.026915	0.683	0.033275
		0.684	0.21769	0.684	0.277503	0.684	0.026918	0.684	0.033283
		0.685	0.217807	0.685	0.277681	0.685	0.02692	0.685	0.033292
		0.686	0.217926	0.686	0.277859	0.686	0.026925	0.686	0.033299
		0.687	0.218045	0.687	0.278037	0.687	0.026928	0.687	0.033308
		0.688	0.218164	0.688	0.278216	0.688	0.026931	0.688	0.033317
		0.689	0.218282	0.689	0.278392	0.689	0.026934	0.689	0.033324
		0.69	0.218398	0.69	0.27857	0.69	0.026938	0.69	0.033334
		0.691	0.218513	0.691	0.278747	0.691	0.026942	0.691	0.033343
		0.692	0.218632	0.692	0.278924	0.692	0.026946	0.692	0.03335
		0.693	0.218747	0.693	0.2791	0.693	0.026948	0.693	0.033358
		0.694	0.218864	0.694	0.279276	0.694	0.026951	0.694	0.033368
		0.695	0.218981	0.695	0.279452	0.695	0.026955	0.695	0.033376
		0.696	0.219097	0.696	0.279627	0.696	0.026959	0.696	0.033383
		0.697	0.219214	0.697	0.279801	0.697	0.026961	0.697	0.033391
		0.698	0.219328	0.698	0.279976	0.698	0.026964	0.698	0.033401
		0.699	0.219445	0.699	0.280149	0.699	0.026968	0.699	0.033408
		0.7	0.219559	0.7	0.280325	0.7	0.02697	0.7	0.033416
		0.701	0.219674	0.701	0.280499	0.701	0.026973	0.701	0.033424
		0.702	0.219791	0.702	0.280674	0.702	0.026978	0.702	0.033434
		0.703	0.219904	0.703	0.280846	0.703	0.02698	0.703	0.033443
		0.704	0.220017	0.704	0.28102	0.704	0.026983	0.704	0.03345
		0.705	0.220133	0.705	0.281193	0.705	0.026987	0.705	0.033458
		0.706	0.220247	0.706	0.281364	0.706	0.026989	0.706	0.033468
		0.707	0.220359	0.707	0.281538	0.707	0.026992	0.707	0.033476
		0.708	0.220473	0.708	0.28171	0.708	0.026997	0.708	0.033482
		0.709	0.220587	0.709	0.281881	0.709	0.026999	0.709	0.03349
		0.71	0.2207	0.71	0.282052	0.71	0.027002	0.71	0.033498
		0.711	0.220814	0.711	0.282223	0.711	0.027005	0.711	0.033507
		0.712	0.220926	0.712	0.282395	0.712	0.027008	0.712	0.033515
		0.713	0.221037	0.713	0.282566	0.713	0.027011	0.713	0.033523
		0.714	0.221152	0.714	0.282737	0.714	0.027014	0.714	0.033531
		0.715	0.221265	0.715	0.282907	0.715	0.027018	0.715	0.033538
		0.716	0.221375	0.716	0.283076	0.716	0.027021	0.716	0.033547
		0.717	0.221485	0.717	0.283247	0.717	0.027025	0.717	0.033555
		0.718	0.221598	0.718	0.283416	0.718	0.027028	0.718	0.033561
		0.719	0.22171	0.719	0.283584	0.719	0.027031	0.719	0.033571
		0.72	0.221821	0.72	0.283754	0.72	0.027033	0.72	0.033579
		0.721	0.221932	0.721	0.283924	0.721	0.027037	0.721	0.033587
		0.722	0.222041	0.722	0.284091	0.722	0.027041	0.722	0.033595
		0.723	0.222152	0.723	0.284258	0.723	0.027043	0.723	0.033603
		0.724	0.222263	0.724	0.284427	0.724	0.027046	0.724	0.03361
		0.725	0.222374	0.725	0.284594	0.725	0.027049	0.725	0.033618
		0.726	0.222483	0.726	0.284761	0.726	0.027052	0.726	0.033626
		0.727	0.222594	0.727	0.284929	0.727	0.027054	0.727	0.033633
		0.728	0.222701	0.728	0.285097	0.728	0.027058	0.728	0.033641
		0.729	0.222812	0.729	0.285263	0.729	0.027061	0.729	0.033648
		0.73	0.222922	0.73	0.285429	0.73	0.027064	0.73	0.033656
		0.731	0.223032	0.731	0.285595	0.731	0.027068	0.731	0.033664
		0.732	0.223141	0.732	0.28576	0.732	0.02707	0.732	0.033672
		0.733	0.223252	0.733	0.285927	0.733	0.027073	0.733	0.03368
		0.734	0.223358	0.734	0.286092	0.734	0.027076	0.734	0.033687
		0.735	0.223468	0.735	0.286258	0.735	0.027079	0.735	0.033695
		0.736	0.223574	0.736	0.286422	0.736	0.027082	0.736	0.033702
		0.737	0.223684	0.737	0.286585	0.737	0.027084	0.737	0.033709
		0.738	0.223792	0.738	0.28675	0.738	0.027088	0.738	0.033718
		0.739	0.223899	0.739	0.286914	0.739	0.027091	0.739	0.033725
		0.74	0.224006	0.74	0.287078	0.74	0.027094	0.74	0.033734
		0.741	0.224112	0.741	0.287241	0.741	0.027097	0.741	0.033741
		0.742	0.22422	0.742	0.287405	0.742	0.0271	0.742	0.033749
		0.743	0.224328	0.743	0.287569	0.743	0.027102	0.743	0.033756
		0.744	0.224434	0.744	0.287731	0.744	0.027106	0.744	0.033764
		0.745	0.22454	0.745	0.287893	0.745	0.027108	0.745	0.033772
		0.746	0.224646	0.746	0.288055	0.746	0.027111	0.746	0.033779
		0.747	0.224752	0.747	0.288218	0.747	0.027114	0.747	0.033786
		0.748	0.224858	0.748	0.28838	0.748	0.027117	0.748	0.033793
		0.749	0.224964	0.749	0.288542	0.749	0.027119	0.749	0.033801
		0.75	0.22507	0.75	0.288702	0.75	0.027123	0.75	0.033808
		0.751	0.225175	0.751	0.288863	0.751	0.027126	0.751	0.033816
		0.752	0.22528	0.752	0.289024	0.752	0.027129	0.752	0.033824
		0.753	0.225384	0.753	0.289187	0.753	0.027131	0.753	0.033832
		0.754	0.22549	0.754	0.289347	0.754	0.027134	0.754	0.033838
		0.755	0.225595	0.755	0.289507	0.755	0.027137	0.755	0.033845
		0.756	0.2257	0.756	0.289666	0.756	0.027139	0.756	0.033852
		0.757	0.225802	0.757	0.289826	0.757	0.027143	0.757	0.03386
		0.758	0.225909	0.758	0.289985	0.758	0.027145	0.758	0.033867
		0.759	0.226012	0.759	0.290146	0.759	0.027148	0.759	0.033874
		0.76	0.226116	0.76	0.290304	0.76	0.027151	0.76	0.033882
		0.761	0.226219	0.761	0.290463	0.761	0.027154	0.761	0.03389
		0.762	0.226322	0.762	0.290621	0.762	0.027156	0.762	0.033897
		0.763	0.226426	0.763	0.290779	0.763	0.027158	0.763	0.033904
		0.764	0.226529	0.764	0.290937	0.764	0.027163	0.764	0.033911
		0.765	0.226631	0.765	0.291094	0.765	0.027165	0.765	0.033917
		0.766	0.226734	0.766	0.291254	0.766	0.027168	0.766	0.033925
		0.767	0.226837	0.767	0.29141	0.767	0.027171	0.767	0.033932
		0.768	0.22694	0.768	0.291566	0.768	0.027173	0.768	0.03394
		0.769	0.227042	0.769	0.291724	0.769	0.027176	0.769	0.033947
		0.77	0.227142	0.77	0.29188	0.77	0.027179	0.77	0.033955
		0.771	0.227246	0.771	0.292036	0.771	0.027182	0.771	0.033961
		0.772	0.227347	0.772	0.292192	0.772	0.027184	0.772	0.033968
		0.773	0.227449	0.773	0.292348	0.773	0.027187	0.773	0.033977
		0.774	0.227551	0.774	0.292505	0.774	0.02719	0.774	0.033982
		0.775	0.227651	0.775	0.29266	0.775	0.027192	0.775	0.03399
		0.776	0.227753	0.776	0.292815	0.776	0.027195	0.776	0.033997
		0.777	0.227851	0.777	0.29297	0.777	0.027198	0.777	0.034004
		0.778	0.227954	0.778	0.293124	0.778	0.0272	0.778	0.034012
		0.779	0.228056	0.779	0.29328	0.779	0.027203	0.779	0.034019
		0.78	0.228157	0.78	0.293433	0.78	0.027206	0.78	0.034026
		0.781	0.228257	0.781	0.293587	0.781	0.027208	0.781	0.034033
		0.782	0.228356	0.782	0.293741	0.782	0.027211	0.782	0.034041
		0.783	0.228456	0.783	0.293894	0.783	0.027214	0.783	0.034047
		0.784	0.228555	0.784	0.294049	0.784	0.027217	0.784	0.034053
		0.785	0.228655	0.785	0.294202	0.785	0.02722	0.785	0.03406
		0.786	0.228756	0.786	0.294354	0.786	0.027223	0.786	0.034067
		0.787	0.228855	0.787	0.294508	0.787	0.027225	0.787	0.034074
		0.788	0.228954	0.788	0.294659	0.788	0.027228	0.788	0.034081
		0.789	0.229054	0.789	0.294812	0.789	0.02723	0.789	0.034088
		0.79	0.229152	0.79	0.294963	0.79	0.027233	0.79	0.034096
		0.791	0.229249	0.791	0.295115	0.791	0.027235	0.791	0.034103
		0.792	0.229348	0.792	0.295268	0.792	0.027238	0.792	0.034109
		0.793	0.229445	0.793	0.295418	0.793	0.027241	0.793	0.034116
		0.794	0.229544	0.794	0.29557	0.794	0.027243	0.794	0.034122
		0.795	0.229642	0.795	0.29572	0.795	0.027246	0.795	0.034129
		0.796	0.22974	0.796	0.295871	0.796	0.027249	0.796	0.034136
		0.797	0.229837	0.797	0.29602	0.797	0.027251	0.797	0.034143
		0.798	0.229933	0.798	0.296173	0.798	0.027253	0.798	0.034149
		0.799	0.230033	0.799	0.296323	0.799	0.027257	0.799	0.034157
		0.8	0.230128	0.8	0.296472	0.8	0.027259	0.8	0.034163
		0.801	0.230226	0.801	0.296621	0.801	0.027261	0.801	0.03417
		0.802	0.230321	0.802	0.296772	0.802	0.027263	0.802	0.034177
		0.803	0.230418	0.803	0.29692	0.803	0.027267	0.803	0.034183
		0.804	0.230515	0.804	0.297068	0.804	0.027269	0.804	0.03419
		0.805	0.230612	0.805	0.297218	0.805	0.027271	0.805	0.034198
		0.806	0.230707	0.806	0.297366	0.806	0.027274	0.806	0.034204
		0.807	0.230804	0.807	0.297514	0.807	0.027277	0.807	0.034211
		0.808	0.230899	0.808	0.297662	0.808	0.027279	0.808	0.034217
		0.809	0.230995	0.809	0.297809	0.809	0.027282	0.809	0.034224
		0.81	0.231091	0.81	0.297957	0.81	0.027284	0.81	0.034231
		0.811	0.231184	0.811	0.298105	0.811	0.027287	0.811	0.034237
		0.812	0.231282	0.812	0.298253	0.812	0.02729	0.812	0.034244
		0.813	0.231376	0.813	0.298399	0.813	0.027292	0.813	0.03425
		0.814	0.23147	0.814	0.298545	0.814	0.027294	0.814	0.034256
		0.815	0.231566	0.815	0.298693	0.815	0.027296	0.815	0.034263
		0.816	0.231659	0.816	0.298838	0.816	0.027299	0.816	0.03427
		0.817	0.231754	0.817	0.298984	0.817	0.027302	0.817	0.034276
		0.818	0.231848	0.818	0.299133	0.818	0.027304	0.818	0.034283
		0.819	0.231942	0.819	0.299278	0.819	0.027307	0.819	0.03429
		0.82	0.232037	0.82	0.299423	0.82	0.027309	0.82	0.034296
		0.821	0.232129	0.821	0.299569	0.821	0.027311	0.821	0.034302
		0.822	0.232223	0.822	0.299714	0.822	0.027315	0.822	0.034309
		0.823	0.232318	0.823	0.299858	0.823	0.027317	0.823	0.034316
		0.824	0.232411	0.824	0.300003	0.824	0.027319	0.824	0.034323
		0.825	0.232504	0.825	0.300148	0.825	0.027322	0.825	0.034329
		0.826	0.232596	0.826	0.300292	0.826	0.027324	0.826	0.034335
		0.827	0.232688	0.827	0.300435	0.827	0.027326	0.827	0.034342
		0.828	0.23278	0.828	0.30058	0.828	0.027328	0.828	0.034349
		0.829	0.232873	0.829	0.300723	0.829	0.027332	0.829	0.034355
		0.83	0.232967	0.83	0.300867	0.83	0.027334	0.83	0.034361
		0.831	0.23306	0.831	0.301011	0.831	0.027336	0.831	0.034366
		0.832	0.233149	0.832	0.301154	0.832	0.027339	0.832	0.034374
		0.833	0.233243	0.833	0.301296	0.833	0.027341	0.833	0.03438
		0.834	0.233334	0.834	0.301439	0.834	0.027343	0.834	0.034386
		0.835	0.233424	0.835	0.301581	0.835	0.027346	0.835	0.034392
		0.836	0.233518	0.836	0.301723	0.836	0.027348	0.836	0.034399
		0.837	0.233609	0.837	0.301866	0.837	0.02735	0.837	0.034406
		0.838	0.233701	0.838	0.302008	0.838	0.027354	0.838	0.034412
		0.839	0.233792	0.839	0.302149	0.839	0.027356	0.839	0.034418
		0.84	0.233884	0.84	0.30229	0.84	0.027358	0.84	0.034423
		0.841	0.233974	0.841	0.302431	0.841	0.02736	0.841	0.03443
		0.842	0.234064	0.842	0.302573	0.842	0.027363	0.842	0.034437
		0.843	0.234154	0.843	0.302714	0.843	0.027365	0.843	0.034443
		0.844	0.234246	0.844	0.302854	0.844	0.027367	0.844	0.034449
		0.845	0.234336	0.845	0.302994	0.845	0.02737	0.845	0.034455
		0.846	0.234426	0.846	0.303135	0.846	0.027372	0.846	0.034462
		0.847	0.234515	0.847	0.303275	0.847	0.027374	0.847	0.034468
		0.848	0.234606	0.848	0.303415	0.848	0.027377	0.848	0.034475
		0.849	0.234693	0.849	0.303554	0.849	0.027379	0.849	0.034481
		0.85	0.234785	0.85	0.303695	0.85	0.027381	0.85	0.034486
		0.851	0.234874	0.851	0.303833	0.851	0.027384	0.851	0.034493
		0.852	0.234961	0.852	0.303972	0.852	0.027386	0.852	0.0345
		0.853	0.235051	0.853	0.304111	0.853	0.027388	0.853	0.034506
		0.854	0.235141	0.854	0.304249	0.854	0.02739	0.854	0.034512
		0.855	0.23523	0.855	0.304389	0.855	0.027393	0.855	0.034518
		0.856	0.235317	0.856	0.304526	0.856	0.027395	0.856	0.034524
		0.857	0.235408	0.857	0.304665	0.857	0.027397	0.857	0.03453
		0.858	0.235495	0.858	0.304803	0.858	0.0274	0.858	0.034537
		0.859	0.235584	0.859	0.30494			0.859	0.034542
		0.86	0.235672	0.86	0.305078			0.86	0.034548
		0.861	0.235758	0.861	0.305215			0.861	0.034554
		0.862	0.235845	0.862	0.305351			0.862	0.03456
		0.863	0.235932	0.863	0.305489			0.863	0.034566
		0.864	0.236021	0.864	0.305626			0.864	0.034573
		0.865	0.236108	0.865	0.305763			0.865	0.034579
		0.866	0.236195	0.866	0.305899			0.866	0.034585
		0.867	0.236282	0.867	0.306035			0.867	0.034591
		0.868	0.23637	0.868	0.30617			0.868	0.034597
		0.869	0.236458	0.869	0.306306			0.869	0.034602
		0.87	0.236544	0.87	0.306442			0.87	0.034608
		0.871	0.23663	0.871	0.306577			0.871	0.034614
		0.872	0.236715	0.872	0.306713			0.872	0.03462
		0.873	0.236801	0.873	0.306847			0.873	0.034626
		0.874	0.236887	0.874	0.306982			0.874	0.034632
		0.875	0.236974	0.875	0.307116			0.875	0.034638
		0.876	0.237061	0.876	0.307252			0.876	0.034644
		0.877	0.237146	0.877	0.307386			0.877	0.03465
		0.878	0.237231	0.878	0.30752			0.878	0.034655
		0.879	0.237316	0.879	0.307655			0.879	0.034661
		0.88	0.237403	0.88	0.307788			0.88	0.034668
		0.881	0.237487	0.881	0.307922			0.881	0.034673
		0.882	0.237574	0.882	0.308055			0.882	0.034679
		0.883	0.237658	0.883	0.308188			0.883	0.034685
		0.884	0.237742	0.884	0.308322			0.884	0.034691
		0.885	0.237826	0.885	0.308454			0.885	0.034697
		0.886	0.237911	0.886	0.308586			0.886	0.034703
		0.887	0.237997	0.887	0.308719			0.887	0.034708
		0.888	0.238079	0.888	0.308851			0.888	0.034713
		0.889	0.238162	0.889	0.308983			0.889	0.034719
		0.89	0.238248	0.89	0.309116			0.89	0.034726
		0.891	0.23833	0.891	0.309247			0.891	0.034731
		0.892	0.238412	0.892	0.309378			0.892	0.034737
		0.893	0.238499	0.893	0.30951			0.893	0.034743
		0.894	0.238581	0.894	0.30964			0.894	0.034749
		0.895	0.238665	0.895	0.309773			0.895	0.034754
		0.896	0.238748	0.896	0.309903			0.896	0.03476
		0.897	0.23883	0.897	0.310034			0.897	0.034765
		0.898	0.238913	0.898	0.310164			0.898	0.034771
		0.899	0.238999	0.899	0.310294			0.899	0.034776
		0.9	0.239079	0.9	0.310424			0.9	0.034782
		0.901	0.239162	0.901	0.310553			0.901	0.034788
		0.902	0.239244	0.902	0.310684			0.902	0.034793
		0.903	0.239326	0.903	0.310813			0.903	0.0348
		0.904	0.239408	0.904	0.310943			0.904	0.034806
		0.905	0.239489	0.905	0.311072			0.905	0.034811
		0.906	0.239574	0.906	0.3112			0.906	0.034816
		0.907	0.239653	0.907	0.31133			0.907	0.034822
		0.908	0.239735	0.908	0.311459			0.908	0.034827
		0.909	0.239817	0.909	0.311587			0.909	0.034833
		0.91	0.239899	0.91	0.311716			0.91	0.034839
		0.911	0.23998	0.911	0.311844			0.911	0.034844
		0.912	0.240063	0.912	0.311971			0.912	0.03485
		0.913	0.240141	0.913	0.312099			0.913	0.034856
		0.914	0.240224	0.914	0.312227			0.914	0.034861
		0.915	0.240303	0.915	0.312355			0.915	0.034867
		0.916	0.240386	0.916	0.312482			0.916	0.034871
		0.917	0.240465	0.917	0.312609			0.917	0.034877
		0.918	0.240544	0.918	0.312736			0.918	0.034882
		0.919	0.240625	0.919	0.312863			0.919	0.034888
		0.92	0.240706	0.92	0.312989			0.92	0.034893
		0.921	0.240784	0.921	0.313116			0.921	0.0349
		0.922	0.240864	0.922	0.313242			0.922	0.034906
		0.923	0.240945	0.923	0.313368			0.923	0.034911
		0.924	0.241023	0.924	0.313494			0.924	0.034917
		0.925	0.241104	0.925	0.313619			0.925	0.034921
		0.926	0.241182	0.926	0.313746			0.926	0.034927
		0.927	0.241262	0.927	0.313871			0.927	0.034932
		0.928	0.241342	0.928	0.313997			0.928	0.034938
		0.929	0.24142	0.929	0.314122			0.929	0.034943
		0.93	0.241498	0.93	0.314247			0.93	0.034949
		0.931	0.241578	0.931	0.314371			0.931	0.034954
		0.932	0.241657	0.932	0.314495			0.932	0.034959
		0.933	0.241734	0.933	0.31462			0.933	0.034965
		0.934	0.241813	0.934	0.314745			0.934	0.03497
		0.935	0.24189	0.935	0.314869			0.935	0.034975
		0.936	0.241968	0.936	0.314992			0.936	0.03498
		0.937	0.242048	0.937	0.315116			0.937	0.034986
		0.938	0.242124	0.938	0.315239			0.938	0.034991
		0.939	0.242202	0.939	0.315363			0.939	0.034996
		0.94	0.24228	0.94	0.315486			0.94	0.035002
		0.941	0.242359	0.941	0.31561			0.941	0.035007
		0.942	0.242434	0.942	0.315732			0.942	0.035013
		0.943	0.242512	0.943	0.315855			0.943	0.035018
		0.944	0.24259	0.944	0.315978			0.944	0.035022
		0.945	0.242667	0.945	0.3161			0.945	0.035028
		0.946	0.242743	0.946	0.316222			0.946	0.035033
		0.947	0.242819	0.947	0.316345			0.947	0.035038
		0.948	0.242896	0.948	0.316467			0.948	0.035044
		0.949	0.242974	0.949	0.316588			0.949	0.035049
		0.95	0.24305	0.95	0.31671			0.95	0.035054
		0.951	0.243126	0.951	0.316831			0.951	0.03506
		0.952	0.243201	0.952	0.316952			0.952	0.035065
		0.953	0.243279					0.953	0.03507
		0.954	0.243357					0.954	0.035074
		0.955	0.243432					0.955	0.03508
		0.956	0.243507					0.956	0.035085
		0.957	0.243582					0.957	0.03509
		0.958	0.243659					0.958	0.035096
		0.959	0.243734					0.959	0.035101
		0.96	0.24381					0.96	0.035106
		0.961	0.243885					0.961	0.035111
		0.962	0.243958					0.962	0.035116
		0.963	0.244035					0.963	0.035121
		0.964	0.244111					0.964	0.035126
		0.965	0.244186					0.965	0.035131
		0.966	0.244259					0.966	0.035136
		0.967	0.244334					0.967	0.035141
		0.968	0.244408					0.968	0.035147
		0.969	0.244482					0.969	0.035152
		0.97	0.244558					0.97	0.035157
		0.971	0.244631					0.971	0.035162
		0.972	0.244705					0.972	0.035166
		0.973	0.244779					0.973	0.035171
		0.974	0.244851					0.974	0.035177
		0.975	0.244927					0.975	0.035182
		0.976	0.244999					0.976	0.035187
		0.977	0.245073					0.977	0.035192
		0.978	0.245145					0.978	0.035197
		0.979	0.24522					0.979	0.035202
		0.98	0.245292					0.98	0.035207
		0.981	0.245365					0.981	0.035212
		0.982	0.245439					0.982	0.035216
		0.983	0.24551					0.983	0.035221
		0.984	0.245584					0.984	0.035226
		0.985	0.245656					0.985	0.035231
		0.986	0.245728					0.986	0.035236
		0.987	0.245803					0.987	0.035241
		0.988	0.245873					0.988	0.035246
		0.989	0.245945					0.989	0.035251
		0.99	0.246017
		0.991	0.246089
		0.992	0.24616
		0.993	0.246232
		0.994	0.246305
		0.995	0.246376
		0.996	0.246448
		0.997	0.246518
		0.998	0.246589
		0.999	0.24666
		1	0.246731
		1.001	0.246803
		1.002	0.246873
		1.003	0.246943
		1.004	0.247013
		1.005	0.247084
		1.006	0.247154
		1.007	0.247223
		1.008	0.247294
		1.009	0.247364
		1.01	0.247434
		1.011	0.247504
		1.012	0.247572
		1.013	0.247642
		1.014	0.247712
		1.015	0.247783
		1.016	0.247852
		1.017	0.247922
		1.018	0.24799
		1.019	0.248057
		1.02	0.248127
		1.021	0.248196
		1.022	0.248264
		1.023	0.248334
		1.024	0.248402
		1.025	0.248468
		1.026	0.248537
		1.027	0.248606
		1.028	0.248674
		1.029	0.248742
		1.03	0.248809
		1.031	0.248876
		1.032	0.248945
		1.033	0.249011
		1.034	0.24908
		1.035	0.249146
		1.036	0.249213
		1.037	0.249281
		1.038	0.24935
		1.039	0.249417
		1.04	0.249482
		1.041	0.24955
		1.042	0.249618
		1.043	0.249684
		1.044	0.24975
		1.045	0.249816
		1.046	0.249883
		1.047	0.249951
		1.048	0.250015
		1.049	0.250081
		1.05	0.250149
		1.051	0.250212
		1.052	0.250278
		1.053	0.250344
		1.054	0.25041
		1.055	0.250475
		1.056	0.250539
		1.057	0.250605
		1.058	0.250669
		1.059	0.250737
		1.06	0.250801
		1.061	0.250864
		1.062	0.250931
		1.063	0.250994
		1.064	0.251059
		1.065	0.251122
		1.066	0.251188
		1.067	0.251251
		1.068	0.251315
		1.069	0.251379
		1.07	0.251444
		1.071	0.251508
		1.072	0.251573
		1.073	0.251635
		1.074	0.251701
		1.075	0.251763
		1.076	0.251827
		1.077	0.251889
		1.078	0.251953
		1.079	0.252016
		1.08	0.252081
		1.081	0.252142
		1.082	0.252206
		1.083	0.252268
		1.084	0.25233
		1.085	0.252394
		1.086	0.252456
		1.087	0.252518
		1.088	0.252581
		1.089	0.252642
		1.09	0.252706
		1.091	0.252767
		1.092	0.25283
		1.093	0.252891
		1.094	0.252952
		1.095	0.253014
		1.096	0.253076
		1.097	0.253137
		1.098	0.253199
		1.099	0.253261
		1.1	0.253321
		1.101	0.253382
		1.102	0.253443
		1.103	0.253503
		1.104	0.253567
		1.105	0.253626
		1.106	0.253687
		1.107	0.253748
		1.108	0.25381
		1.109	0.25387
		1.11	0.253929
		1.111	0.25399
		1.112	0.25405
		1.113	0.254111
		1.114	0.254171
		1.115	0.254229
		1.116	0.25429
		1.117	0.254349
		1.118	0.25441
		1.119	0.25447
		1.12	0.254529
		1.121	0.254588
		1.122	0.254649
		1.123	0.254707
		1.124	0.254767
		1.125	0.254826
		1.126	0.254885
		1.127	0.254944
		1.128	0.255004
		1.129	0.255064
		1.13	0.255122
		1.131	0.255181
		1.132	0.25524
		1.133	0.255298
		1.134	0.255356
