# BEAST v1.10.4
# Generated Sun Apr 18 17:57:17 EDT 2021 [seed=1618783036968]
# -overwrite beast.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(All)	age(All)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	treeLikelihood	branchRates	location.traitLikelihood	coalescent
44000	-10514.422290612612	-469.0520583627851	-10045.370232249827	217.00731316334515	206.00731316334515	1758.5812639886572	217.00731316334515	206.00731316334515	375.77257229103145	3.105849682327825	0.24697342297001515	0.24232003840618707	0.26519150697975324	0.24551503164404412	0.02120188622140017	0.4186160413959925	6.491130607234927E-4	3.1098503202066756	-0.09871223793074912	4.5148511931045253E-4	-1.1012203500173357E-4	-1.1012203500173357E-4	1.6612935256176954E-4	0.40209560082658413	2642.0874229569004	1751.3584395648518	1751.3584395648518	7180.3274796897595	43.89102696258965	-9805.52962125648	-195.6011502714073	-239.84061099334514	-173.05917235695057
45000	-10513.680510423146	-465.161348856834	-10048.519161566312	227.51263072205654	216.51263072205654	1795.634460351765	227.51263072205654	216.51263072205654	354.015262851258	3.4131474933641996	0.24697342297001515	0.24232003840618707	0.2626703181679923	0.24803622045580503	0.019797568197161365	0.39296297491313165	5.941840009030595E-4	3.2452598354808746	-0.11925648532857927	5.406790565244146E-4	-7.689227252053342E-5	-7.689227252053342E-5	2.3319845421942805E-4	0.21654596173551602	1940.5212719358528	639.8459671314271	639.8459671314272	4499.168804474965	39.84049330659484	-9813.80530651573	-195.6011502714073	-234.71385505058296	-173.94571856994548
46000	-10514.386287047979	-465.5667190662127	-10048.819567981765	238.37476058566102	227.37476058566102	1827.245514689631	238.37476058566102	227.37476058566102	368.83292621009144	3.330925125984448	0.2540229229792536	0.2458857838151613	0.2497833233580408	0.2503079698475439	0.019797568197161365	0.4054531219261284	5.825402562904018E-4	3.5420282446559637	-0.11273737460937357	7.425003710713054E-4	-4.028207849099811E-5	-4.028207849099811E-5	4.368465098531923E-4	0.07072925745353825	1353.5720911788928	124.81431347229103	124.81431347229103	2300.642805432606	37.15476347966677	-9811.260784138589	-195.6011502714073	-237.55878384317748	-173.76371407557076
47000	-10496.493413281847	-464.9913658617976	-10031.50204742005	236.33712475891582	225.33712475891582	1819.1419879823397	236.33712475891582	225.33712475891582	413.5770835022068	3.5460844019549413	0.2511684638106032	0.2643938512152135	0.25307109405335093	0.23136659092083192	0.020441455971264733	0.3923635660232769	6.30775913384119E-4	3.1201633743943935	-0.09326372268289289	4.498986935986657E-4	9.40279817903876E-5	9.40279817903876E-5	3.8302404349760025E-4	-0.22650966102621287	2342.9304721369854	-575.1623886546457	-575.1623886546457	2751.9978876039904	40.58277950164219	-9796.600339815042	-195.6011502714073	-234.901707605007	-173.83439734673664
48000	-10492.693050907621	-462.87536047444667	-10029.817690433174	229.90312475039673	218.90312475039673	1801.1917894812404	229.90312475039673	218.90312475039673	344.0177943527952	3.918397545804449	0.2338828808188586	0.2731380928774767	0.25404222949818855	0.23893679680547567	0.019575663936555108	0.3690452059621329	6.103971667859967E-4	3.3990944851304077	-0.14819655551939215	5.254935328384006E-4	8.10096893829544E-5	8.10096893829544E-5	3.9894775350211186E-4	-0.1769274699636278	1964.4673604475647	-398.90158366806577	-398.90158366806577	2587.5942008076854	39.501994336797246	-9797.519687023949	-195.6011502714073	-232.29800340922554	-173.7009859572898
49000	-10486.400315499732	-460.8701178176958	-10025.530197682036	237.5543800997412	226.5543800997412	1819.0329107626494	237.5543800997412	226.5543800997412	386.8599612119034	3.2629553283362918	0.23403417680129934	0.2632642418627653	0.25435449372818036	0.2483470876077545	0.019303640845466822	0.37362673087548665	5.786331736085079E-4	3.3759401811531466	-0.10825133198889614	4.4966735931517066E-4	-1.692765050842988E-5	-1.692765050842988E-5	2.0598514713053036E-4	0.05562026438920353	2230.7672397746915	183.32218961705846	183.32218961705848	4869.784195268327	39.35006257649635	-9792.76546822641	-195.6011502714073	-232.76472945562648	-173.59917220856127
50000	-10490.236572322265	-459.0870132089257	-10031.149559113339	240.1548625258691	229.1548625258691	1809.3194758839163	240.1548625258691	229.1548625258691	334.8452040162942	3.571462651226574	0.24313994010722756	0.2586895502413259	0.2532316903319817	0.24493881931946432	0.019281932609171527	0.369241944131897	5.901044044966491E-4	3.4192682491648982	-0.10750061770821627	6.730414139302015E-4	-6.641773347927485E-5	-6.641773347927485E-5	2.919050053188389E-4	0.14984504483400507	1519.920257291206	345.83051581542406	345.830515815424	3504.459534399113	37.56697976542638	-9798.866485477833	-195.6011502714073	-232.28307363550587	-173.1688167438144
51000	-10493.023355994159	-466.63068829633403	-10026.392667697824	264.0153710404486	253.0153710404486	1888.5991982084329	264.0153710404486	253.0153710404486	422.7636221836473	3.318015575131597	0.2464629954035609	0.26307462199932247	0.26110520850059804	0.22935717409651799	0.018914371151666134	0.3672600260013976	5.888531650400516E-4	3.4891796182975097	-0.10922949932224371	4.78408641067119E-4	-7.589502630692367E-5	-7.589502630692367E-5	3.916036346420828E-4	0.17534381491486611	2156.5679062356553	417.9552064832486	417.95520648324856	2634.604559618381	37.96434295841087	-9793.496900868027	-195.6011502714073	-232.89576682979796	-173.9257845679393
52000	-10509.359574574608	-467.44205207633144	-10041.917522498277	248.94886187276956	237.94886187276956	1889.438591090888	248.94886187276956	237.94886187276956	444.89328960329647	3.2030631451260767	0.24065843635716402	0.2720643000764549	0.26413694058030773	0.22314032298607275	0.018094481144723038	0.34822499571697546	6.049320562554629E-4	3.540900384008375	-0.09423352452005761	4.4010493131662736E-4	7.105938895463973E-5	7.105938895463973E-5	4.6199763674020165E-4	-0.15758811990445318	2330.0498966820633	-358.3826165438938	-358.38261654389385	2219.635704154547	35.26666204990334	-9809.610664141514	-195.6011502714073	-232.30685835676292	-174.9551440256528
53000	-10497.222836419325	-465.2123264659629	-10032.010509953363	238.4156855804709	227.4156855804709	1879.6515377301998	238.4156855804709	227.4156855804709	366.90271694960967	3.694444036908582	0.23868384394515055	0.2674857761555858	0.25903835734974506	0.23479202254951803	0.01835212530001682	0.34822499571697546	5.919681906006723E-4	3.506634203874129	-0.1024314695384247	9.156846381765116E-4	8.466772821800179E-5	8.466772821800179E-5	4.3136746489937257E-4	-0.13471664227888908	1112.2650638345751	-218.31260768146353	-218.31260768146353	2361.0589935690323	36.43845946726066	-9800.320537394235	-195.6011502714073	-231.68997255912825	-174.87404029170102
54000	-10497.97785259005	-465.57821356552915	-10032.39963902452	252.7737803228374	241.7737803228374	1900.8431470213754	252.7737803228374	241.7737803228374	353.0317316468907	3.31948286938242	0.2424198056568117	0.2586137597314456	0.26657141003211565	0.23239502457962646	0.017662501002759696	0.32103994261142027	6.032265003001295E-4	3.464137446338701	-0.11035770863452193	0.0010054157304018544	8.155388752588735E-5	8.155388752588735E-5	3.657391345733595E-4	-0.13448879845912118	1012.9346303804717	-225.86797284761363	-225.86797284761363	2784.5541124313045	36.87117530300873	-9801.789666188657	-195.6011502714073	-230.6099728358622	-174.26084634870347
55000	-10497.028089837933	-461.64801429326667	-10035.380075544666	250.40188508485534	239.40188508485534	1853.5542866938983	250.40188508485534	239.40188508485534	326.222620063795	3.4683803929479757	0.24057220981861677	0.2541075109101837	0.26707704503339735	0.2382432342378016	0.016812660799440823	0.3291700696015734	5.631238639436372E-4	3.4357862554836642	-0.1264581833761505	8.452065946567955E-4	-1.70467784058842E-5	-1.70467784058842E-5	2.2977326075753604E-4	0.038682197103113276	1184.9156892644685	87.90838027868502	87.908380278685	4358.638387150903	37.19188462832138	-9804.492606687154	-195.6011502714073	-230.88746885751226	-173.15747224316002
56000	-10500.366245292173	-465.8811714975225	-10034.48507379465	260.536134262113	249.53613426211302	1914.0150539581236	260.536134262113	249.53613426211302	288.613371428524	3.0049819476118875	0.24279080643027878	0.2571131041907718	0.2586428578523686	0.24145323152658024	0.016451357788323143	0.3155335793066155	5.721093110474148E-4	3.448942435349897	-0.11587752208153541	8.551608966733968E-4	-4.2883608309400874E-5	-4.2883608309400874E-5	3.129362321033301E-4	0.08289712695042328	1177.462028266049	161.35498302632183	161.35498302632183	3217.6506923569996	36.655520590479185	-9805.75615865194	-195.6011502714073	-228.72891514271066	-176.04484904959702
57000	-10498.99955157793	-465.60460547410634	-10033.394946103825	272.5725743228944	261.5725743228944	1895.5121762325525	272.5725743228944	261.5725743228944	413.51541559073416	3.09435668250995	0.2355062802107704	0.2671692032076549	0.26725993759793465	0.23006457898363955	0.016451357788323143	0.30650329270559545	5.835590349035601E-4	3.4319493109095625	-0.11180998208739729	0.0013942161033407192	2.2387249877815505E-4	2.2387249877815505E-4	2.6479440339090363E-4	-0.3684523226307331	829.915913340678	-701.6588980585491	-701.6588980585491	4369.7378644749815	36.79138585626111	-9803.13962629301	-195.6011502714073	-230.25531981081465	-172.9957471376628
58000	-10493.859156284505	-467.0119257769743	-10026.84723050753	261.9499170840566	250.9499170840566	1905.6248737105318	261.9499170840566	250.9499170840566	463.1203546300687	2.970529261664772	0.24513308440889106	0.26121496234831804	0.25764294460518017	0.2360090086376103	0.01645316528818836	0.30650329270559545	5.919616620152588E-4	3.394386411962599	-0.10201541733620807	0.0010123161843601117	2.1780835954925425E-5	2.1780835954925425E-5	2.659790467658963E-4	-0.04197519683804366	989.5772116042169	-81.03577771543317	-81.03577771543316	3766.3306157443735	36.85569322677038	-9798.941847851442	-195.6011502714073	-227.90538265608888	-174.15123111828694
